id,fecha,estudiante_id,grado_id,periodo_id,seccion_id
82799,2026-07-22,9322,169,187,500
82800,2026-07-22,9322,169,188,500
82801,2026-07-22,9322,169,189,500
82802,2026-07-22,9322,169,190,500
82803,2026-07-22,9148,169,187,501
82804,2026-07-22,9148,169,188,501
82805,2026-07-22,9148,169,189,501
82806,2026-07-22,9148,169,190,501
82807,2026-07-22,8991,169,187,500
82808,2026-07-22,8991,169,188,500
82809,2026-07-22,8991,169,189,500
82810,2026-07-22,8991,169,190,500
82811,2026-07-22,8952,169,187,501
82812,2026-07-22,8952,169,188,501
82813,2026-07-22,8952,169,189,501
82814,2026-07-22,8952,169,190,501
82815,2026-07-22,9280,169,187,500
82816,2026-07-22,9280,169,188,500
82817,2026-07-22,9280,169,189,500
82818,2026-07-22,9280,169,190,500
82819,2026-07-22,9034,169,187,501
82820,2026-07-22,9034,169,188,501
82821,2026-07-22,9034,169,189,501
82822,2026-07-22,9034,169,190,501
82823,2026-07-22,9279,169,187,500
82824,2026-07-22,9279,169,188,500
82825,2026-07-22,9279,169,189,500
82826,2026-07-22,9279,169,190,500
82827,2026-07-22,9123,169,187,501
82828,2026-07-22,9123,169,188,501
82829,2026-07-22,9123,169,189,501
82830,2026-07-22,9123,169,190,501
82831,2026-07-22,9309,169,187,500
82832,2026-07-22,9309,169,188,500
82833,2026-07-22,9309,169,189,500
82834,2026-07-22,9309,169,190,500
82835,2026-07-22,9272,169,187,501
82836,2026-07-22,9272,169,188,501
82837,2026-07-22,9272,169,189,501
82838,2026-07-22,9272,169,190,501
82839,2026-07-22,9018,169,187,500
82840,2026-07-22,9018,169,188,500
82841,2026-07-22,9018,169,189,500
82842,2026-07-22,9018,169,190,500
82843,2026-07-22,9246,169,187,501
82844,2026-07-22,9246,169,188,501
82845,2026-07-22,9246,169,189,501
82846,2026-07-22,9246,169,190,501
82847,2026-07-22,9287,169,187,500
82848,2026-07-22,9287,169,188,500
82849,2026-07-22,9287,169,189,500
82850,2026-07-22,9287,169,190,500
82851,2026-07-22,8961,169,187,501
82852,2026-07-22,8961,169,188,501
82853,2026-07-22,8961,169,189,501
82854,2026-07-22,8961,169,190,501
82855,2026-07-22,9300,169,187,500
82856,2026-07-22,9300,169,188,500
82857,2026-07-22,9300,169,189,500
82858,2026-07-22,9300,169,190,500
82859,2026-07-22,8968,169,187,501
82860,2026-07-22,8968,169,188,501
82861,2026-07-22,8968,169,189,501
82862,2026-07-22,8968,169,190,501
82863,2026-07-22,9107,169,187,500
82864,2026-07-22,9107,169,188,500
82865,2026-07-22,9107,169,189,500
82866,2026-07-22,9107,169,190,500
82867,2026-07-22,9307,169,187,501
82868,2026-07-22,9307,169,188,501
82869,2026-07-22,9307,169,189,501
82870,2026-07-22,9307,169,190,501
82871,2026-07-22,8983,169,187,500
82872,2026-07-22,8983,169,188,500
82873,2026-07-22,8983,169,189,500
82874,2026-07-22,8983,169,190,500
82875,2026-07-22,9146,169,187,501
82876,2026-07-22,9146,169,188,501
82877,2026-07-22,9146,169,189,501
82878,2026-07-22,9146,169,190,501
82879,2026-07-22,9317,169,187,500
82880,2026-07-22,9317,169,188,500
82881,2026-07-22,9317,169,189,500
82882,2026-07-22,9317,169,190,500
82883,2026-07-22,9127,169,187,501
82884,2026-07-22,9127,169,188,501
82885,2026-07-22,9127,169,189,501
82886,2026-07-22,9127,169,190,501
82887,2026-07-22,9257,169,187,500
82888,2026-07-22,9257,169,188,500
82889,2026-07-22,9257,169,189,500
82890,2026-07-22,9257,169,190,500
82891,2026-07-22,9085,169,187,501
82892,2026-07-22,9085,169,188,501
82893,2026-07-22,9085,169,189,501
82894,2026-07-22,9085,169,190,501
82895,2026-07-22,9230,169,187,500
82896,2026-07-22,9230,169,188,500
82897,2026-07-22,9230,169,189,500
82898,2026-07-22,9230,169,190,500
82899,2026-07-22,9056,169,187,501
82900,2026-07-22,9056,169,188,501
82901,2026-07-22,9056,169,189,501
82902,2026-07-22,9056,169,190,501
82903,2026-07-22,9176,169,187,500
82904,2026-07-22,9176,169,188,500
82905,2026-07-22,9176,169,189,500
82906,2026-07-22,9176,169,190,500
82907,2026-07-22,9240,169,187,501
82908,2026-07-22,9240,169,188,501
82909,2026-07-22,9240,169,189,501
82910,2026-07-22,9240,169,190,501
82911,2026-07-22,9190,169,187,500
82912,2026-07-22,9190,169,188,500
82913,2026-07-22,9190,169,189,500
82914,2026-07-22,9190,169,190,500
82915,2026-07-22,9204,169,187,501
82916,2026-07-22,9204,169,188,501
82917,2026-07-22,9204,169,189,501
82918,2026-07-22,9204,169,190,501
82919,2026-07-22,9002,169,187,500
82920,2026-07-22,9002,169,188,500
82921,2026-07-22,9002,169,189,500
82922,2026-07-22,9002,169,190,500
82923,2026-07-22,9278,170,187,502
82924,2026-07-22,9278,170,188,502
82925,2026-07-22,9278,170,189,502
82926,2026-07-22,9278,170,190,502
82927,2026-07-22,9202,170,187,503
82928,2026-07-22,9202,170,188,503
82929,2026-07-22,9202,170,189,503
82930,2026-07-22,9202,170,190,503
82931,2026-07-22,9032,170,187,502
82932,2026-07-22,9032,170,188,502
82933,2026-07-22,9032,170,189,502
82934,2026-07-22,9032,170,190,502
82935,2026-07-22,9047,170,187,503
82936,2026-07-22,9047,170,188,503
82937,2026-07-22,9047,170,189,503
82938,2026-07-22,9047,170,190,503
82939,2026-07-22,9286,170,187,502
82940,2026-07-22,9286,170,188,502
82941,2026-07-22,9286,170,189,502
82942,2026-07-22,9286,170,190,502
82943,2026-07-22,9082,170,187,503
82944,2026-07-22,9082,170,188,503
82945,2026-07-22,9082,170,189,503
82946,2026-07-22,9082,170,190,503
82947,2026-07-22,9221,170,187,502
82948,2026-07-22,9221,170,188,502
82949,2026-07-22,9221,170,189,502
82950,2026-07-22,9221,170,190,502
82951,2026-07-22,8995,170,187,503
82952,2026-07-22,8995,170,188,503
82953,2026-07-22,8995,170,189,503
82954,2026-07-22,8995,170,190,503
82955,2026-07-22,9265,170,187,502
82956,2026-07-22,9265,170,188,502
82957,2026-07-22,9265,170,189,502
82958,2026-07-22,9265,170,190,502
82959,2026-07-22,9025,170,187,503
82960,2026-07-22,9025,170,188,503
82961,2026-07-22,9025,170,189,503
82962,2026-07-22,9025,170,190,503
82963,2026-07-22,9324,170,187,502
82964,2026-07-22,9324,170,188,502
82965,2026-07-22,9324,170,189,502
82966,2026-07-22,9324,170,190,502
82967,2026-07-22,9227,170,187,503
82968,2026-07-22,9227,170,188,503
82969,2026-07-22,9227,170,189,503
82970,2026-07-22,9227,170,190,503
82971,2026-07-22,9259,170,187,502
82972,2026-07-22,9259,170,188,502
82973,2026-07-22,9259,170,189,502
82974,2026-07-22,9259,170,190,502
82975,2026-07-22,9301,170,187,503
82976,2026-07-22,9301,170,188,503
82977,2026-07-22,9301,170,189,503
82978,2026-07-22,9301,170,190,503
82979,2026-07-22,8945,170,187,502
82980,2026-07-22,8945,170,188,502
82981,2026-07-22,8945,170,189,502
82982,2026-07-22,8945,170,190,502
82983,2026-07-22,9197,170,187,503
82984,2026-07-22,9197,170,188,503
82985,2026-07-22,9197,170,189,503
82986,2026-07-22,9197,170,190,503
82987,2026-07-22,9232,170,187,502
82988,2026-07-22,9232,170,188,502
82989,2026-07-22,9232,170,189,502
82990,2026-07-22,9232,170,190,502
82991,2026-07-22,9078,170,187,503
82992,2026-07-22,9078,170,188,503
82993,2026-07-22,9078,170,189,503
82994,2026-07-22,9078,170,190,503
82995,2026-07-22,8946,170,187,502
82996,2026-07-22,8946,170,188,502
82997,2026-07-22,8946,170,189,502
82998,2026-07-22,8946,170,190,502
82999,2026-07-22,9119,170,187,503
83000,2026-07-22,9119,170,188,503
83001,2026-07-22,9119,170,189,503
83002,2026-07-22,9119,170,190,503
83003,2026-07-22,9212,170,187,502
83004,2026-07-22,9212,170,188,502
83005,2026-07-22,9212,170,189,502
83006,2026-07-22,9212,170,190,502
83007,2026-07-22,9248,170,187,503
83008,2026-07-22,9248,170,188,503
83009,2026-07-22,9248,170,189,503
83010,2026-07-22,9248,170,190,503
83011,2026-07-22,9185,170,187,502
83012,2026-07-22,9185,170,188,502
83013,2026-07-22,9185,170,189,502
83014,2026-07-22,9185,170,190,502
83015,2026-07-22,9036,170,187,503
83016,2026-07-22,9036,170,188,503
83017,2026-07-22,9036,170,189,503
83018,2026-07-22,9036,170,190,503
83019,2026-07-22,9000,170,187,502
83020,2026-07-22,9000,170,188,502
83021,2026-07-22,9000,170,189,502
83022,2026-07-22,9000,170,190,502
83023,2026-07-22,8955,170,187,503
83024,2026-07-22,8955,170,188,503
83025,2026-07-22,8955,170,189,503
83026,2026-07-22,8955,170,190,503
83027,2026-07-22,9288,170,187,502
83028,2026-07-22,9288,170,188,502
83029,2026-07-22,9288,170,189,502
83030,2026-07-22,9288,170,190,502
83031,2026-07-22,9014,170,187,503
83032,2026-07-22,9014,170,188,503
83033,2026-07-22,9014,170,189,503
83034,2026-07-22,9014,170,190,503
83035,2026-07-22,8999,170,187,502
83036,2026-07-22,8999,170,188,502
83037,2026-07-22,8999,170,189,502
83038,2026-07-22,8999,170,190,502
83039,2026-07-22,8944,170,187,503
83040,2026-07-22,8944,170,188,503
83041,2026-07-22,8944,170,189,503
83042,2026-07-22,8944,170,190,503
83043,2026-07-22,9213,170,187,502
83044,2026-07-22,9213,170,188,502
83045,2026-07-22,9213,170,189,502
83046,2026-07-22,9213,170,190,502
83047,2026-07-22,9105,171,187,504
83048,2026-07-22,9105,171,188,504
83049,2026-07-22,9105,171,189,504
83050,2026-07-22,9105,171,190,504
83051,2026-07-22,9273,171,187,505
83052,2026-07-22,9273,171,188,505
83053,2026-07-22,9273,171,189,505
83054,2026-07-22,9273,171,190,505
83055,2026-07-22,9140,171,187,504
83056,2026-07-22,9140,171,188,504
83057,2026-07-22,9140,171,189,504
83058,2026-07-22,9140,171,190,504
83059,2026-07-22,9131,171,187,505
83060,2026-07-22,9131,171,188,505
83061,2026-07-22,9131,171,189,505
83062,2026-07-22,9131,171,190,505
83063,2026-07-22,8984,171,187,504
83064,2026-07-22,8984,171,188,504
83065,2026-07-22,8984,171,189,504
83066,2026-07-22,8984,171,190,504
83067,2026-07-22,9042,171,187,505
83068,2026-07-22,9042,171,188,505
83069,2026-07-22,9042,171,189,505
83070,2026-07-22,9042,171,190,505
83071,2026-07-22,9151,171,187,504
83072,2026-07-22,9151,171,188,504
83073,2026-07-22,9151,171,189,504
83074,2026-07-22,9151,171,190,504
83075,2026-07-22,8976,171,187,505
83076,2026-07-22,8976,171,188,505
83077,2026-07-22,8976,171,189,505
83078,2026-07-22,8976,171,190,505
83079,2026-07-22,9104,171,187,504
83080,2026-07-22,9104,171,188,504
83081,2026-07-22,9104,171,189,504
83082,2026-07-22,9104,171,190,504
83083,2026-07-22,9170,171,187,505
83084,2026-07-22,9170,171,188,505
83085,2026-07-22,9170,171,189,505
83086,2026-07-22,9170,171,190,505
83087,2026-07-22,9141,171,187,504
83088,2026-07-22,9141,171,188,504
83089,2026-07-22,9141,171,189,504
83090,2026-07-22,9141,171,190,504
83091,2026-07-22,9164,171,187,505
83092,2026-07-22,9164,171,188,505
83093,2026-07-22,9164,171,189,505
83094,2026-07-22,9164,171,190,505
83095,2026-07-22,9256,171,187,504
83096,2026-07-22,9256,171,188,504
83097,2026-07-22,9256,171,189,504
83098,2026-07-22,9256,171,190,504
83099,2026-07-22,9144,171,187,505
83100,2026-07-22,9144,171,188,505
83101,2026-07-22,9144,171,189,505
83102,2026-07-22,9144,171,190,505
83103,2026-07-22,9079,171,187,504
83104,2026-07-22,9079,171,188,504
83105,2026-07-22,9079,171,189,504
83106,2026-07-22,9079,171,190,504
83107,2026-07-22,9150,171,187,505
83108,2026-07-22,9150,171,188,505
83109,2026-07-22,9150,171,189,505
83110,2026-07-22,9150,171,190,505
83111,2026-07-22,9274,171,187,504
83112,2026-07-22,9274,171,188,504
83113,2026-07-22,9274,171,189,504
83114,2026-07-22,9274,171,190,504
83115,2026-07-22,9335,171,187,505
83116,2026-07-22,9335,171,188,505
83117,2026-07-22,9335,171,189,505
83118,2026-07-22,9335,171,190,505
83119,2026-07-22,9010,171,187,504
83120,2026-07-22,9010,171,188,504
83121,2026-07-22,9010,171,189,504
83122,2026-07-22,9010,171,190,504
83123,2026-07-22,9320,171,187,505
83124,2026-07-22,9320,171,188,505
83125,2026-07-22,9320,171,189,505
83126,2026-07-22,9320,171,190,505
83127,2026-07-22,8943,171,187,504
83128,2026-07-22,8943,171,188,504
