id,fecha,estado,observacion,estudiante_id
472557,2024-03-15,Presente,,9322
472558,2024-03-15,Presente,,9148
472559,2024-03-15,Presente,,8991
472560,2024-03-15,Presente,,8952
472561,2024-03-15,Presente,,9280
472562,2024-03-15,Presente,,9034
472563,2024-03-15,Presente,,9279
472564,2024-03-15,Presente,,9123
472565,2024-03-15,Falta,Inasistencia injustificada,9309
472566,2024-03-15,Presente,,9272
472567,2024-03-15,Presente,,9018
472568,2024-03-15,Presente,,9246
472569,2024-03-15,Presente,,9287
472570,2024-03-15,Presente,,8961
472571,2024-03-15,Presente,,9300
472572,2024-03-15,Presente,,8968
472573,2024-03-15,Presente,,9107
472574,2024-03-15,Presente,,9307
472575,2024-03-15,Presente,,8983
472576,2024-03-15,Presente,,9146
472577,2024-03-15,Presente,,9317
472578,2024-03-15,Presente,,9127
472579,2024-03-15,Presente,,9257
472580,2024-03-15,Presente,,9085
472581,2024-03-15,Presente,,9230
472582,2024-03-15,Presente,,9056
472583,2024-03-15,Presente,,9176
472584,2024-03-15,Presente,,9240
472585,2024-03-15,Presente,,9190
472586,2024-03-15,Falta,Inasistencia injustificada,9204
472587,2024-03-15,Presente,,9002
472588,2024-03-15,Presente,,9278
472589,2024-03-15,Presente,,9202
472590,2024-03-15,Presente,,9032
472591,2024-03-15,Presente,,9047
472592,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9286
472593,2024-03-15,Presente,,9082
472594,2024-03-15,Presente,,9221
472595,2024-03-15,Presente,,8995
472596,2024-03-15,Presente,,9265
472597,2024-03-15,Presente,,9025
472598,2024-03-15,Presente,,9324
472599,2024-03-15,Presente,,9227
472600,2024-03-15,Presente,,9259
472601,2024-03-15,Presente,,9301
472602,2024-03-15,Presente,,8945
472603,2024-03-15,Presente,,9197
472604,2024-03-15,Presente,,9232
472605,2024-03-15,Presente,,9078
472606,2024-03-15,Presente,,8946
472607,2024-03-15,Presente,,9119
472608,2024-03-15,Presente,,9212
472609,2024-03-15,Presente,,9248
472610,2024-03-15,Presente,,9185
472611,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9036
472612,2024-03-15,Presente,,9000
472613,2024-03-15,Presente,,8955
472614,2024-03-15,Presente,,9288
472615,2024-03-15,Presente,,9014
472616,2024-03-15,Presente,,8999
472617,2024-03-15,Presente,,8944
472618,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9213
472619,2024-03-15,Presente,,9105
472620,2024-03-15,Presente,,9273
472621,2024-03-15,Falta,Inasistencia injustificada,9140
472622,2024-03-15,Presente,,9131
472623,2024-03-15,Presente,,8984
472624,2024-03-15,Presente,,9042
472625,2024-03-15,Falta,Inasistencia injustificada,9151
472626,2024-03-15,Presente,,8976
472627,2024-03-15,Presente,,9104
472628,2024-03-15,Presente,,9170
472629,2024-03-15,Presente,,9141
472630,2024-03-15,Presente,,9164
472631,2024-03-15,Presente,,9256
472632,2024-03-15,Presente,,9144
472633,2024-03-15,Presente,,9079
472634,2024-03-15,Presente,,9150
472635,2024-03-15,Presente,,9274
472636,2024-03-15,Presente,,9335
472637,2024-03-15,Presente,,9010
472638,2024-03-15,Presente,,9320
472639,2024-03-15,Presente,,8943
472640,2024-03-15,Presente,,8992
472641,2024-03-15,Presente,,9258
472642,2024-03-15,Presente,,9187
472643,2024-03-15,Presente,,9063
472644,2024-03-15,Presente,,9262
472645,2024-03-15,Presente,,9149
472646,2024-03-15,Presente,,9050
472647,2024-03-15,Presente,,8958
472648,2024-03-15,Presente,,9323
472649,2024-03-15,Falta,Inasistencia injustificada,9087
472650,2024-03-15,Presente,,9179
472651,2024-03-15,Presente,,9167
472652,2024-03-15,Presente,,8963
472653,2024-03-15,Presente,,9125
472654,2024-03-15,Presente,,9029
472655,2024-03-15,Presente,,9015
472656,2024-03-15,Presente,,9084
472657,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9147
472658,2024-03-15,Presente,,8948
472659,2024-03-15,Presente,,9295
472660,2024-03-15,Presente,,9136
472661,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9339
472662,2024-03-15,Presente,,9171
472663,2024-03-15,Presente,,9201
472664,2024-03-15,Presente,,9306
472665,2024-03-15,Presente,,9249
472666,2024-03-15,Presente,,9203
472667,2024-03-15,Presente,,8972
472668,2024-03-15,Presente,,9020
472669,2024-03-15,Falta,Inasistencia injustificada,9080
472670,2024-03-15,Presente,,9311
472671,2024-03-15,Presente,,9154
472672,2024-03-15,Presente,,9052
472673,2024-03-15,Presente,,9101
472674,2024-03-15,Presente,,9205
472675,2024-03-15,Presente,,9113
472676,2024-03-15,Presente,,9096
472677,2024-03-15,Presente,,9021
472678,2024-03-15,Presente,,8990
472679,2024-03-15,Presente,,8966
472680,2024-03-15,Presente,,9200
472681,2024-03-15,Presente,,9283
472682,2024-03-15,Falta,Inasistencia justificada formalmente.,9114
472683,2024-03-15,Presente,,9245
472684,2024-03-15,Presente,,9058
472685,2024-03-15,Presente,,9124
472686,2024-03-15,Presente,,9276
472687,2024-03-15,Presente,,9077
472688,2024-03-15,Presente,,9139
472689,2024-03-15,Presente,,9238
472690,2024-03-15,Presente,,9057
472691,2024-03-15,Presente,,9043
472692,2024-03-15,Presente,,9061
472693,2024-03-15,Presente,,9338
472694,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9037
472695,2024-03-15,Presente,,9290
472696,2024-03-15,Presente,,9076
472697,2024-03-15,Presente,,9189
472698,2024-03-15,Presente,,9199
472699,2024-03-15,Presente,,9218
472700,2024-03-15,Presente,,9074
472701,2024-03-15,Presente,,9068
472702,2024-03-15,Presente,,8953
472703,2024-03-15,Presente,,8989
472704,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9291
472705,2024-03-15,Presente,,9271
472706,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9277
472707,2024-03-15,Presente,,9163
472708,2024-03-15,Presente,,9285
472709,2024-03-15,Presente,,9224
472710,2024-03-15,Presente,,9066
472711,2024-03-15,Presente,,9069
472712,2024-03-15,Presente,,9160
472713,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9325
472714,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9155
472715,2024-03-15,Presente,,9214
472716,2024-03-15,Presente,,9219
472717,2024-03-15,Presente,,8949
472718,2024-03-15,Presente,,9305
472719,2024-03-15,Presente,,9194
472720,2024-03-15,Presente,,9228
472721,2024-03-15,Presente,,9225
472722,2024-03-15,Presente,,9299
472723,2024-03-15,Presente,,9092
472724,2024-03-15,Presente,,9234
472725,2024-03-15,Presente,,9319
472726,2024-03-15,Presente,,9130
472727,2024-03-15,Presente,,9054
472728,2024-03-15,Presente,,9111
472729,2024-03-15,Presente,,9268
472730,2024-03-15,Presente,,9284
472731,2024-03-15,Presente,,8981
472732,2024-03-15,Presente,,9156
472733,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9046
472734,2024-03-15,Presente,,9031
472735,2024-03-15,Presente,,9243
472736,2024-03-15,Presente,,9241
472737,2024-03-15,Presente,,8964
472738,2024-03-15,Presente,,9071
472739,2024-03-15,Presente,,9019
472740,2024-03-15,Presente,,9035
472741,2024-03-15,Presente,,9175
472742,2024-03-15,Presente,,9242
472743,2024-03-15,Presente,,9121
472744,2024-03-15,Presente,,9095
472745,2024-03-15,Presente,,9266
472746,2024-03-15,Presente,,9006
472747,2024-03-15,Presente,,8962
472748,2024-03-15,Presente,,9181
472749,2024-03-15,Presente,,9231
472750,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9174
472751,2024-03-15,Presente,,9310
472752,2024-03-15,Presente,,9340
472753,2024-03-15,Presente,,9226
472754,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9330
472755,2024-03-15,Presente,,8965
472756,2024-03-15,Presente,,9004
472757,2024-03-15,Presente,,9137
472758,2024-03-15,Presente,,9216
472759,2024-03-15,Presente,,9100
472760,2024-03-15,Presente,,9223
472761,2024-03-15,Presente,,9183
472762,2024-03-15,Presente,,9044
472763,2024-03-15,Presente,,9303
472764,2024-03-15,Presente,,9038
472765,2024-03-15,Presente,,9294
472766,2024-03-15,Presente,,9133
472767,2024-03-15,Presente,,9008
472768,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,8942
472769,2024-03-15,Presente,,8954
472770,2024-03-15,Presente,,9067
472771,2024-03-15,Presente,,9099
472772,2024-03-15,Presente,,8973
472773,2024-03-15,Presente,,9022
472774,2024-03-15,Presente,,9112
472775,2024-03-15,Presente,,9328
472776,2024-03-15,Presente,,9143
472777,2024-03-15,Presente,,8993
472778,2024-03-15,Presente,,9166
472779,2024-03-15,Presente,,9065
472780,2024-03-15,Presente,,9333
472781,2024-03-15,Presente,,9120
472782,2024-03-15,Presente,,8947
472783,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9215
472784,2024-03-15,Presente,,8950
472785,2024-03-15,Presente,,9198
472786,2024-03-15,Presente,,9045
472787,2024-03-15,Presente,,9108
472788,2024-03-15,Presente,,9083
472789,2024-03-15,Presente,,9336
472790,2024-03-15,Presente,,9251
472791,2024-03-15,Presente,,9102
472792,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9267
472793,2024-03-15,Presente,,9281
472794,2024-03-15,Falta,Inasistencia injustificada,9117
472795,2024-03-15,Presente,,9013
472796,2024-03-15,Presente,,9220
472797,2024-03-15,Presente,,9055
472798,2024-03-15,Presente,,9115
472799,2024-03-15,Presente,,8998
472800,2024-03-15,Presente,,8969
472801,2024-03-15,Presente,,9027
472802,2024-03-15,Presente,,9308
472803,2024-03-15,Presente,,9270
472804,2024-03-15,Presente,,9138
472805,2024-03-15,Presente,,9304
472806,2024-03-15,Presente,,8971
472807,2024-03-15,Presente,,9134
472808,2024-03-15,Presente,,9011
472809,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9039
472810,2024-03-15,Presente,,9075
472811,2024-03-15,Presente,,9072
472812,2024-03-15,Presente,,9184
472813,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9016
472814,2024-03-15,Presente,,9041
472815,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9208
472816,2024-03-15,Presente,,9275
472817,2024-03-15,Presente,,9239
472818,2024-03-15,Presente,,9173
472819,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9289
472820,2024-03-15,Presente,,9172
472821,2024-03-15,Presente,,9110
472822,2024-03-15,Presente,,9236
472823,2024-03-15,Presente,,9337
472824,2024-03-15,Presente,,9165
472825,2024-03-15,Presente,,8951
472826,2024-03-15,Presente,,9191
472827,2024-03-15,Presente,,9282
472828,2024-03-15,Presente,,9028
472829,2024-03-15,Presente,,8987
472830,2024-03-15,Presente,,9168
472831,2024-03-15,Presente,,9298
472832,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9017
472833,2024-03-15,Presente,,9062
472834,2024-03-15,Presente,,9128
472835,2024-03-15,Presente,,9169
472836,2024-03-15,Presente,,8957
472837,2024-03-15,Presente,,9059
472838,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,8978
472839,2024-03-15,Presente,,9064
472840,2024-03-15,Presente,,9196
472841,2024-03-15,Presente,,9053
472842,2024-03-15,Presente,,9145
472843,2024-03-15,Presente,,8997
472844,2024-03-15,Presente,,9161
472845,2024-03-15,Falta,Inasistencia injustificada,9237
472846,2024-03-15,Presente,,9153
472847,2024-03-15,Presente,,9026
472848,2024-03-15,Presente,,9192
472849,2024-03-15,Presente,,9132
472850,2024-03-15,Presente,,9162
472851,2024-03-15,Presente,,8960
472852,2024-03-15,Presente,,9177
472853,2024-03-15,Presente,,9157
472854,2024-03-15,Presente,,9186
472855,2024-03-15,Presente,,9086
472856,2024-03-15,Presente,,8982
472857,2024-03-15,Presente,,9158
472858,2024-03-15,Presente,,9049
472859,2024-03-15,Presente,,9178
472860,2024-03-15,Presente,,9332
472861,2024-03-15,Presente,,9030
472862,2024-03-15,Presente,,9051
472863,2024-03-15,Presente,,8977
472864,2024-03-15,Presente,,9012
472865,2024-03-15,Presente,,9314
472866,2024-03-15,Tardanza,Llegó tarde al bloque de ingreso,9024
472867,2024-03-15,Presente,,9093
472868,2024-03-15,Presente,,9315
472869,2024-03-15,Presente,,9142
472870,2024-03-15,Presente,,9217
472871,2024-03-15,Presente,,9126
472872,2024-03-15,Presente,,9070
472873,2024-03-15,Presente,,9313
472874,2024-03-15,Presente,,9180
472875,2024-03-15,Presente,,9005
472876,2024-03-15,Presente,,9244
472877,2024-03-15,Presente,,9091
472878,2024-03-15,Presente,,9327
472879,2024-03-15,Presente,,8986
472880,2024-03-15,Presente,,9316
472881,2024-03-15,Presente,,9116
472882,2024-03-15,Presente,,8979
472883,2024-03-15,Presente,,8994
472884,2024-03-15,Presente,,9247
472885,2024-03-15,Presente,,9206
472886,2024-03-15,Presente,,9118
472887,2024-03-15,Presente,,8980
472888,2024-03-15,Presente,,9326
472889,2024-03-15,Presente,,9312
472890,2024-03-15,Presente,,8956
472891,2024-03-15,Presente,,9269
472892,2024-03-15,Presente,,9261
472893,2024-03-15,Presente,,8967
472894,2024-03-15,Presente,,9023
472895,2024-03-15,Presente,,9097
472896,2024-03-15,Presente,,9098
472897,2024-03-18,Presente,,9322
472898,2024-03-18,Tardanza,Llegó tarde al bloque de ingreso,9148
472899,2024-03-18,Presente,,8991
472900,2024-03-18,Presente,,8952
472901,2024-03-18,Presente,,9280
472902,2024-03-18,Presente,,9034
472903,2024-03-18,Tardanza,Llegó tarde al bloque de ingreso,9279
472904,2024-03-18,Presente,,9123
472905,2024-03-18,Presente,,9309
472906,2024-03-18,Presente,,9272
472907,2024-03-18,Presente,,9018
472908,2024-03-18,Presente,,9246
472909,2024-03-18,Presente,,9287
472910,2024-03-18,Presente,,8961
472911,2024-03-18,Presente,,9300
472912,2024-03-18,Tardanza,Llegó tarde al bloque de ingreso,8968
472913,2024-03-18,Presente,,9107
472914,2024-03-18,Presente,,9307
472915,2024-03-18,Presente,,8983
472916,2024-03-18,Presente,,9146
472917,2024-03-18,Presente,,9317
472918,2024-03-18,Presente,,9127
472919,2024-03-18,Presente,,9257
472920,2024-03-18,Presente,,9085
472921,2024-03-18,Presente,,9230
472922,2024-03-18,Falta,Inasistencia justificada formalmente.,9056
472923,2024-03-18,Presente,,9176
472924,2024-03-18,Presente,,9240
472925,2024-03-18,Presente,,9190
472926,2024-03-18,Presente,,9204
472927,2024-03-18,Presente,,9002
472928,2024-03-18,Presente,,9278
472929,2024-03-18,Presente,,9202
472930,2024-03-18,Presente,,9032
472931,2024-03-18,Presente,,9047
472932,2024-03-18,Presente,,9286
472933,2024-03-18,Presente,,9082
472934,2024-03-18,Presente,,9221
472935,2024-03-18,Presente,,8995
472936,2024-03-18,Presente,,9265
472937,2024-03-18,Presente,,9025
472938,2024-03-18,Presente,,9324
472939,2024-03-18,Falta,Inasistencia injustificada,9227
472940,2024-03-18,Presente,,9259
472941,2024-03-18,Presente,,9301
472942,2024-03-18,Presente,,8945
472943,2024-03-18,Presente,,9197
472944,2024-03-18,Presente,,9232
472945,2024-03-18,Presente,,9078
472946,2024-03-18,Presente,,8946
472947,2024-03-18,Presente,,9119
472948,2024-03-18,Presente,,9212
472949,2024-03-18,Presente,,9248
472950,2024-03-18,Presente,,9185
472951,2024-03-18,Presente,,9036
472952,2024-03-18,Presente,,9000
472953,2024-03-18,Falta,Inasistencia justificada formalmente.,8955
472954,2024-03-18,Presente,,9288
472955,2024-03-18,Presente,,9014
472956,2024-03-18,Presente,,8999
472957,2024-03-18,Presente,,8944
472958,2024-03-18,Presente,,9213
472959,2024-03-18,Presente,,9105
472960,2024-03-18,Presente,,9273
472961,2024-03-18,Presente,,9140
472962,2024-03-18,Presente,,9131
472963,2024-03-18,Presente,,8984
472964,2024-03-18,Presente,,9042
472965,2024-03-18,Presente,,9151
472966,2024-03-18,Presente,,8976
472967,2024-03-18,Presente,,9104
472968,2024-03-18,Presente,,9170
472969,2024-03-18,Falta,Inasistencia injustificada,9141
472970,2024-03-18,Presente,,9164
472971,2024-03-18,Presente,,9256
472972,2024-03-18,Presente,,9144
472973,2024-03-18,Presente,,9079
472974,2024-03-18,Presente,,9150
472975,2024-03-18,Tardanza,Llegó tarde al bloque de ingreso,9274
472976,2024-03-18,Presente,,9335
472977,2024-03-18,Presente,,9010
472978,2024-03-18,Presente,,9320
472979,2024-03-18,Presente,,8943
472980,2024-03-18,Presente,,8992
472981,2024-03-18,Presente,,9258
472982,2024-03-18,Presente,,9187
472983,2024-03-18,Presente,,9063
472984,2024-03-18,Presente,,9262
472985,2024-03-18,Presente,,9149
472986,2024-03-18,Presente,,9050
472987,2024-03-18,Presente,,8958
472988,2024-03-18,Presente,,9323
472989,2024-03-18,Presente,,9087
472990,2024-03-18,Presente,,9179
472991,2024-03-18,Presente,,9167
472992,2024-03-18,Presente,,8963
472993,2024-03-18,Presente,,9125
472994,2024-03-18,Presente,,9029
472995,2024-03-18,Presente,,9015
472996,2024-03-18,Presente,,9084
472997,2024-03-18,Presente,,9147
472998,2024-03-18,Presente,,8948
472999,2024-03-18,Tardanza,Llegó tarde al bloque de ingreso,9295
473000,2024-03-18,Presente,,9136
473001,2024-03-18,Presente,,9339
473002,2024-03-18,Presente,,9171
473003,2024-03-18,Presente,,9201
473004,2024-03-18,Presente,,9306
473005,2024-03-18,Presente,,9249
473006,2024-03-18,Presente,,9203
473007,2024-03-18,Presente,,8972
473008,2024-03-18,Presente,,9020
473009,2024-03-18,Presente,,9080
473010,2024-03-18,Presente,,9311
473011,2024-03-18,Presente,,9154
473012,2024-03-18,Presente,,9052
473013,2024-03-18,Presente,,9101
473014,2024-03-18,Presente,,9205
473015,2024-03-18,Presente,,9113
473016,2024-03-18,Presente,,9096
473017,2024-03-18,Presente,,9021
473018,2024-03-18,Presente,,8990
473019,2024-03-18,Presente,,8966
473020,2024-03-18,Presente,,9200
473021,2024-03-18,Presente,,9283
473022,2024-03-18,Presente,,9114
473023,2024-03-18,Presente,,9245
473024,2024-03-18,Presente,,9058
473025,2024-03-18,Presente,,9124
473026,2024-03-18,Presente,,9276
473027,2024-03-18,Presente,,9077
473028,2024-03-18,Presente,,9139
473029,2024-03-18,Presente,,9238
473030,2024-03-18,Presente,,9057
473031,2024-03-18,Presente,,9043
473032,2024-03-18,Presente,,9061
473033,2024-03-18,Presente,,9338
473034,2024-03-18,Presente,,9037
473035,2024-03-18,Presente,,9290
473036,2024-03-18,Tardanza,Llegó tarde al bloque de ingreso,9076
473037,2024-03-18,Presente,,9189
473038,2024-03-18,Presente,,9199
473039,2024-03-18,Presente,,9218
473040,2024-03-18,Presente,,9074
473041,2024-03-18,Presente,,9068
473042,2024-03-18,Presente,,8953
473043,2024-03-18,Presente,,8989
473044,2024-03-18,Presente,,9291
473045,2024-03-18,Presente,,9271
473046,2024-03-18,Presente,,9277
473047,2024-03-18,Presente,,9163
473048,2024-03-18,Presente,,9285
473049,2024-03-18,Presente,,9224
473050,2024-03-18,Presente,,9066
473051,2024-03-18,Presente,,9069
473052,2024-03-18,Presente,,9160
473053,2024-03-18,Presente,,9325
473054,2024-03-18,Presente,,9155
473055,2024-03-18,Presente,,9214
473056,2024-03-18,Presente,,9219
473057,2024-03-18,Presente,,8949
473058,2024-03-18,Presente,,9305
473059,2024-03-18,Presente,,9194
473060,2024-03-18,Presente,,9228
473061,2024-03-18,Presente,,9225
473062,2024-03-18,Presente,,9299
473063,2024-03-18,Presente,,9092
473064,2024-03-18,Presente,,9234
